"ID","Name","Category","Price"
"ID441","Name441","Category3","978.00"
"ID442","Name442","Category4","506.00"
"ID443","Name443","Category1","903.00"
"ID444","Name444","Category4","375.00"
"ID445","Name445","Category4","532.00"
"ID446","Name446","Category3","719.00"
"ID447","Name447","Category4","86.00"
"ID448","Name448","Category3","418.00"
"ID449","Name449","Category4","590.00"
"ID450","Name450","Category2","18.00"
"ID451","Name451","Category3","37.00"
"ID452","Name452","Category3","289.00"
"ID453","Name453","Category4","887.00"
"ID454","Name454","Category1","961.00"
"ID455","Name455","Category2","671.00"
"ID456","Name456","Category2","682.00"
"ID457","Name457","Category1","151.00"
"ID458","Name458","Category1","467.00"
"ID459","Name459","Category3","337.00"
"ID460","Name460","Category2","723.00"
"ID461","Name461","Category3","522.00"
"ID462","Name462","Category2","741.00"
"ID463","Name463","Category4","791.00"
"ID464","Name464","Category3","946.00"
"ID465","Name465","Category4","827.00"
"ID466","Name466","Category2","661.00"
"ID467","Name467","Category3","958.00"
"ID468","Name468","Category2","655.00"
"ID469","Name469","Category2","260.00"
"ID470","Name470","Category4","473.00"
"ID471","Name471","Category2","182.00"
"ID472","Name472","Category4","598.00"
"ID473","Name473","Category1","47.00"
"ID474","Name474","Category1","133.00"
"ID475","Name475","Category3","751.00"
"ID476","Name476","Category3","395.00"
"ID477","Name477","Category3","459.00"
"ID478","Name478","Category2","911.00"
"ID479","Name479","Category3","519.00"
"ID480","Name480","Category1","504.00"
"ID481","Name481","Category2","254.00"
"ID482","Name482","Category4","230.00"
"ID483","Name483","Category4","405.00"
"ID484","Name484","Category3","680.00"
"ID485","Name485","Category3","437.00"
"ID486","Name486","Category4","125.00"
"ID487","Name487","Category3","668.00"
"ID488","Name488","Category3","625.00"
"ID489","Name489","Category1","245.00"
"ID490","Name490","Category1","704.00"
"ID491","Name491","Category3","964.00"
"ID492","Name492","Category2","247.00"
"ID493","Name493","Category3","754.00"
"ID494","Name494","Category4","549.00"
"ID495","Name495","Category4","552.00"
"ID496","Name496","Category1","93.00"
"ID497","Name497","Category1","901.00"
"ID498","Name498","Category3","536.00"
"ID499","Name499","Category1","99.00"
"ID500","Name500","Category2","847.00"
"ID501","Name501","Category4","318.00"
"ID502","Name502","Category4","744.00"
"ID503","Name503","Category1","675.00"
"ID504","Name504","Category2","525.00"
"ID505","Name505","Category3","188.00"
"ID506","Name506","Category4","598.00"
"ID507","Name507","Category2","483.00"
"ID508","Name508","Category1","612.00"
"ID509","Name509","Category4","158.00"
"ID510","Name510","Category3","368.00"
"ID511","Name511","Category1","31.00"
"ID512","Name512","Category2","81.00"
"ID513","Name513","Category2","673.00"
"ID514","Name514","Category1","377.00"
"ID515","Name515","Category4","562.00"
"ID516","Name516","Category4","60.00"
"ID517","Name517","Category1","990.00"
"ID518","Name518","Category1","519.00"
"ID519","Name519","Category3","195.00"
"ID520","Name520","Category3","710.00"
"ID521","Name521","Category2","647.00"
"ID522","Name522","Category1","766.00"
"ID523","Name523","Category3","630.00"
"ID524","Name524","Category3","932.00"
"ID525","Name525","Category1","835.00"
"ID526","Name526","Category2","705.00"
"ID527","Name527","Category4","338.00"
"ID528","Name528","Category4","453.00"
"ID529","Name529","Category2","790.00"
"ID530","Name530","Category2","306.00"
"ID531","Name531","Category1","204.00"
"ID532","Name532","Category1","821.00"
"ID533","Name533","Category1","189.00"
"ID534","Name534","Category4","538.00"
"ID535","Name535","Category2","950.00"
"ID536","Name536","Category4","208.00"
"ID537","Name537","Category3","709.00"
"ID538","Name538","Category3","886.00"
"ID539","Name539","Category1","716.00"
"ID540","Name540","Category3","822.00"
"ID541","Name541","Category3","498.00"
"ID542","Name542","Category2","534.00"
"ID543","Name543","Category3","216.00"
"ID544","Name544","Category2","131.00"
"ID545","Name545","Category2","158.00"
"ID546","Name546","Category3","497.00"
"ID547","Name547","Category4","116.00"
"ID548","Name548","Category2","785.00"
"ID549","Name549","Category1","553.00"
"ID550","Name550","Category4","569.00"
"ID551","Name551","Category2","926.00"
"ID552","Name552","Category4","346.00"
"ID553","Name553","Category4","318.00"
"ID554","Name554","Category4","899.00"
"ID555","Name555","Category1","681.00"
"ID556","Name556","Category3","128.00"
"ID557","Name557","Category1","995.00"
"ID558","Name558","Category4","242.00"
"ID559","Name559","Category3","94.00"
"ID560","Name560","Category4","66.00"
"ID561","Name561","Category2","641.00"
"ID562","Name562","Category1","859.00"
"ID563","Name563","Category4","91.00"
"ID564","Name564","Category1","716.00"
"ID565","Name565","Category2","631.00"
"ID566","Name566","Category3","130.00"
"ID567","Name567","Category1","980.00"
"ID568","Name568","Category3","309.00"
"ID569","Name569","Category1","729.00"
"ID570","Name570","Category3","533.00"
"ID571","Name571","Category1","278.00"
"ID572","Name572","Category2","393.00"
"ID573","Name573","Category3","560.00"
"ID574","Name574","Category1","258.00"
"ID575","Name575","Category4","729.00"
"ID576","Name576","Category4","810.00"
"ID577","Name577","Category4","218.00"
"ID578","Name578","Category2","658.00"
"ID579","Name579","Category1","585.00"
"ID580","Name580","Category2","573.00"
"ID581","Name581","Category3","480.00"
"ID582","Name582","Category2","887.00"
"ID583","Name583","Category2","63.00"
"ID584","Name584","Category3","233.00"
"ID585","Name585","Category4","835.00"
"ID586","Name586","Category2","594.00"
"ID587","Name587","Category4","353.00"
"ID588","Name588","Category4","304.00"
"ID589","Name589","Category3","764.00"
"ID590","Name590","Category2","368.00"
"ID591","Name591","Category2","9.00"
"ID592","Name592","Category2","295.00"
"ID593","Name593","Category1","836.00"
"ID594","Name594","Category3","615.00"
"ID595","Name595","Category4","956.00"
"ID596","Name596","Category3","805.00"
"ID597","Name597","Category3","109.00"
"ID598","Name598","Category3","74.00"
"ID599","Name599","Category2","540.00"
"ID600","Name600","Category3","388.00"
"ID601","Name601","Category1","419.00"
"ID602","Name602","Category4","536.00"
"ID603","Name603","Category4","215.00"
"ID604","Name604","Category3","23.00"
"ID605","Name605","Category3","263.00"
"ID606","Name606","Category1","555.00"
"ID607","Name607","Category4","97.00"
"ID608","Name608","Category4","272.00"
"ID609","Name609","Category1","758.00"
"ID610","Name610","Category4","637.00"
"ID611","Name611","Category1","866.00"
"ID612","Name612","Category3","780.00"
"ID613","Name613","Category4","283.00"
"ID614","Name614","Category1","415.00"
"ID615","Name615","Category1","323.00"
"ID616","Name616","Category1","343.00"
"ID617","Name617","Category2","337.00"
"ID618","Name618","Category4","680.00"
"ID619","Name619","Category2","257.00"
"ID620","Name620","Category1","159.00"
"ID621","Name621","Category2","1.00"
"ID622","Name622","Category4","374.00"
"ID623","Name623","Category1","403.00"
"ID624","Name624","Category3","982.00"
"ID625","Name625","Category1","463.00"
"ID626","Name626","Category3","14.00"
"ID627","Name627","Category3","807.00"
"ID628","Name628","Category2","318.00"
"ID629","Name629","Category1","945.00"
"ID630","Name630","Category3","194.00"
"ID631","Name631","Category2","689.00"
"ID632","Name632","Category3","57.00"
"ID633","Name633","Category3","100.00"
"ID634","Name634","Category2","121.00"
"ID635","Name635","Category3","720.00"
"ID636","Name636","Category3","920.00"
"ID637","Name637","Category4","193.00"
"ID638","Name638","Category4","744.00"
"ID639","Name639","Category4","983.00"
"ID640","Name640","Category1","281.00"
"ID641","Name641","Category3","554.00"
"ID642","Name642","Category2","88.00"
"ID643","Name643","Category4","676.00"
"ID644","Name644","Category2","608.00"
"ID645","Name645","Category3","897.00"
"ID646","Name646","Category1","553.00"
"ID647","Name647","Category3","554.00"
"ID648","Name648","Category1","410.00"
"ID649","Name649","Category3","11.00"
"ID650","Name650","Category2","695.00"
"ID651","Name651","Category1","267.00"
"ID652","Name652","Category2","321.00"
"ID653","Name653","Category3","416.00"
"ID654","Name654","Category4","600.00"
"ID655","Name655","Category3","647.00"
"ID656","Name656","Category1","529.00"
"ID657","Name657","Category2","954.00"
"ID658","Name658","Category3","659.00"
"ID659","Name659","Category4","568.00"
"ID660","Name660","Category1","726.00"
"ID661","Name661","Category3","794.00"
"ID662","Name662","Category2","417.00"
"ID663","Name663","Category1","733.00"
"ID664","Name664","Category4","504.00"
"ID665","Name665","Category2","746.00"
"ID666","Name666","Category3","872.00"
"ID667","Name667","Category1","733.00"
"ID668","Name668","Category2","147.00"
"ID669","Name669","Category2","706.00"
"ID670","Name670","Category2","689.00"
"ID671","Name671","Category3","258.00"
"ID672","Name672","Category2","930.00"
"ID673","Name673","Category2","108.00"
"ID674","Name674","Category2","400.00"
"ID675","Name675","Category3","359.00"
"ID676","Name676","Category3","218.00"
"ID677","Name677","Category4","472.00"
"ID678","Name678","Category1","791.00"
"ID679","Name679","Category3","966.00"
"ID680","Name680","Category4","109.00"
"ID681","Name681","Category2","424.00"
"ID682","Name682","Category1","955.00"
"ID683","Name683","Category2","773.00"
"ID684","Name684","Category2","560.00"
"ID685","Name685","Category3","112.00"
"ID686","Name686","Category3","512.00"
"ID687","Name687","Category4","798.00"
"ID688","Name688","Category4","128.00"
"ID689","Name689","Category3","588.00"
"ID690","Name690","Category1","261.00"
"ID691","Name691","Category3","266.00"
"ID692","Name692","Category4","673.00"
"ID693","Name693","Category2","551.00"
"ID694","Name694","Category4","43.00"
"ID695","Name695","Category3","714.00"
"ID696","Name696","Category2","910.00"
"ID697","Name697","Category2","654.00"
"ID698","Name698","Category3","707.00"
"ID699","Name699","Category3","984.00"
"ID700","Name700","Category3","75.00"
"ID701","Name701","Category4","139.00"
"ID702","Name702","Category3","216.00"
"ID703","Name703","Category2","937.00"
"ID704","Name704","Category3","198.00"
"ID705","Name705","Category4","277.00"
"ID706","Name706","Category4","463.00"
"ID707","Name707","Category3","319.00"
"ID708","Name708","Category4","419.00"
"ID709","Name709","Category2","224.00"
"ID710","Name710","Category1","549.00"
"ID711","Name711","Category1","36.00"
"ID712","Name712","Category3","35.00"
"ID713","Name713","Category4","84.00"
"ID714","Name714","Category2","797.00"
"ID715","Name715","Category3","199.00"
"ID716","Name716","Category3","424.00"
"ID717","Name717","Category3","775.00"
"ID718","Name718","Category4","460.00"
"ID719","Name719","Category2","927.00"
"ID720","Name720","Category1","415.00"
"ID721","Name721","Category3","801.00"
"ID722","Name722","Category3","205.00"
"ID723","Name723","Category4","26.00"
"ID724","Name724","Category2","357.00"
"ID725","Name725","Category4","63.00"
"ID726","Name726","Category4","110.00"
"ID727","Name727","Category2","182.00"
"ID728","Name728","Category4","398.00"
"ID729","Name729","Category3","156.00"
"ID730","Name730","Category1","892.00"
"ID731","Name731","Category3","136.00"
"ID732","Name732","Category1","432.00"
"ID733","Name733","Category4","198.00"
"ID734","Name734","Category4","150.00"
"ID735","Name735","Category1","804.00"
"ID736","Name736","Category3","722.00"
"ID737","Name737","Category1","540.00"
"ID738","Name738","Category4","926.00"
"ID739","Name739","Category1","983.00"
"ID740","Name740","Category4","431.00"
"ID741","Name741","Category4","496.00"
"ID742","Name742","Category4","717.00"
"ID743","Name743","Category4","112.00"
"ID744","Name744","Category2","722.00"
"ID745","Name745","Category1","866.00"
"ID746","Name746","Category2","95.00"
"ID747","Name747","Category4","556.00"
"ID748","Name748","Category3","807.00"
"ID749","Name749","Category2","399.00"
"ID750","Name750","Category4","378.00"
"ID751","Name751","Category4","220.00"
"ID752","Name752","Category1","973.00"
"ID753","Name753","Category2","496.00"
"ID754","Name754","Category3","722.00"
"ID755","Name755","Category4","481.00"
"ID756","Name756","Category2","998.00"
"ID757","Name757","Category2","256.00"
"ID758","Name758","Category3","200.00"
"ID759","Name759","Category2","167.00"
"ID760","Name760","Category3","224.00"
"ID761","Name761","Category4","364.00"
"ID762","Name762","Category2","907.00"
"ID763","Name763","Category3","448.00"
"ID764","Name764","Category1","377.00"
"ID765","Name765","Category1","702.00"
"ID766","Name766","Category1","402.00"
"ID767","Name767","Category1","833.00"
"ID768","Name768","Category3","744.00"
"ID769","Name769","Category1","252.00"
"ID770","Name770","Category2","298.00"
"ID771","Name771","Category1","145.00"
"ID772","Name772","Category3","998.00"
"ID773","Name773","Category3","916.00"
"ID774","Name774","Category3","230.00"
"ID775","Name775","Category1","392.00"
"ID776","Name776","Category2","323.00"
